RecordType;Schema;Name;Type;Id;LoC;References;Dependencies;Abstraction;Instability
1;TKMTS;TR_AD_SZS_UPDBOOKINGPICKUPS;TRIGGER;30824041;36;0;0;0.027777777777777776;0
1;TKMTS;TR_BD_SZSP_UPDBOOKINGPICKUPS;TRIGGER;30824042;30;0;1;0.03333333333333333;1.0
1;TKMTS;OD_STOCKEXTRA_NBC_NOTES_TRC;TRIGGER;31043798;76;0;0;0.013157894736842105;0
1;TKMTS;TR_OD_MEETING_TRC;TRIGGER;30888403;76;0;0;0.013157894736842105;0
1;TKMTS;TR_OD_MEETINGSCOPE_TRC;TRIGGER;30888410;76;0;0;0.013157894736842105;0
1;TKMTS;P_CREATE_STOPSALES_PERSTOCK;PROCEDURE;30894437;147;0;0;0.006802721088435374;0
1;TKMTS;ESB_PUBLICATION_AVAIL_TRC2;TRIGGER;30889356;39;0;0;0.02564102564102564;0
1;TKMTS;TR_BIU_BO_ITEM_FILLUP_DEFAULT_GD_CODETYPE;TRIGGER;30897398;50;0;0;0.02;0
1;TKMTS;TR_AU_ISO_COUNTRY_ENTITY;TRIGGER;31002714;34;0;0;0.029411764705882353;0
1;TKMTS;TR_AU_IATA_AIRPORTLNG_ENTITY;TRIGGER;31002715;62;0;0;0.016129032258064516;0
1;TKMTS;TR_AU_ISO_COUNTRYLNG_ENTITY;TRIGGER;31002716;62;0;0;0.016129032258064516;0
1;TKMTS;TR_AU_SD_DESTINATION_ENTITY;TRIGGER;31002717;34;0;0;0.029411764705882353;0
1;TKMTS;TR_AU_SD_REGION_ENTITY;TRIGGER;31002718;34;0;0;0.029411764705882353;0
1;TKMTS;TR_AU_SD_RESORT_ENTITY;TRIGGER;31002719;34;0;0;0.029411764705882353;0
1;TKMTS;TR_AU_GD_LCODE_ENTITY;TRIGGER;31002720;34;0;0;0.029411764705882353;0
1;TKMTS;TR_AU_GD_LCODELNG_ENTITY;TRIGGER;31002721;64;0;0;0.015625;0
1;TKMTS;TR_AU_IATA_AIRPORT_ENTITY;TRIGGER;31002722;34;0;0;0.029411764705882353;0
1;TKMTS;TR_BIU_CO_CONTRACT_FILLUP_DEFAULT_FIELDS;TRIGGER;30933504;54;0;0;0.018518518518518517;0
1;TKMTS;TR_BU_CO_CONTRACTUNIT_OLDDISCARDEDDATE;TRIGGER;30938424;58;0;1;0.017241379310344827;1.0
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_RI;PACKAGE BODY;30956985;2188;0;2;0.0004570383912248629;1.0
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_AL;PACKAGE BODY;30957932;2197;0;2;0.0004551661356395084;1.0
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_AL;PACKAGE;30957931;2197;1;0;0.0004551661356395084;0.0
1;TKMTS;TR_BIU_CO_CONTRACT_FILLUP_DEFAULT_GD_CODETYPE;TRIGGER;30985572;54;0;0;0.018518518518518517;0
1;TKMTS;P_DELETE_EDITIONS_CO_NSC;PROCEDURE;31018455;94;1;2;0.010638297872340425;0.6666666666666666
1;TKMTS;TR_AU_BO_ITEM_QUICKSEARCH;TRIGGER;30992093;36;0;0;0.027777777777777776;0
1;TKMTS;CO_MB_ITEM_TRC;TRIGGER;31042628;76;0;0;0.013157894736842105;0
1;TKMTS;CO_MB_ITEM_XML_TRC;TRIGGER;31042630;76;0;0;0.013157894736842105;0
1;TKMTS;CO_MB_ITEM_LOG_TRC;TRIGGER;31042634;76;0;0;0.013157894736842105;0
1;TKMTS;CO_MB_ITEM_STATUSHIS_TRC;TRIGGER;31042638;82;0;0;0.012195121951219513;0
1;TKMTS;TR_AIU_CO_MB_ITEM_STATUSHIS;TRIGGER;31042639;40;0;0;0.025;0
1;TKMTS;PAC_CONTRACT_INBOX;PACKAGE;31042640;1651;2;0;0.0006056935190793458;0.0
1;TKMTS;PAC_CONTRACT_INBOX;PACKAGE BODY;31042641;1651;0;5;0.0006056935190793458;1.0
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT_INBOX;PACKAGE;31042642;2416;1;0;0.0004139072847682119;0.0
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT_INBOX;PACKAGE BODY;31042643;2416;0;2;0.0004139072847682119;1.0
1;TKMTS;GEO_STATE_TRC;TRIGGER;31002625;60;0;0;0.016666666666666666;0
1;TKMTS;GEO_PROVINCE_TRC;TRIGGER;31002628;60;0;0;0.016666666666666666;0
1;TKMTS;GEO_COMMUNITY_TRC;TRIGGER;31002631;60;0;0;0.016666666666666666;0
1;TKMTS;GEO_LOCATION_TRC;TRIGGER;31002634;60;0;0;0.016666666666666666;0
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_AL;PACKAGE;30990503;8322;1;0;0.0001201634222542658;0.0
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_AL;PACKAGE BODY;30990504;8322;0;4;0.0001201634222542658;1.0
1;TKMTS;TR_LOG_CO_PRICELINE;TRIGGER;30991305;813;0;0;0.0012300123001230013;0
1;TKMTS;TR_LOG_CO_PRICERATE;TRIGGER;30991306;238;0;0;0.004201680672268907;0
1;TKMTS;TR_BU_CO_CONTRACT_CHANGES_DATES_SYNC_PORTFOLIO;TRIGGER;30996926;36;0;0;0.027777777777777776;0
1;TKMTS;ESB_PUBLICATION_CLIENTVISIBILITY_TRC;TRIGGER;31002594;68;0;0;0.014705882352941176;0
1;TKMTS;PAC_ESB_CLIENTVISIBILITY;PACKAGE;31002615;549;1;0;0.0018214936247723133;0.0
1;TKMTS;PAC_ESB_CLIENTVISIBILITY;PACKAGE BODY;31002616;549;0;4;0.0018214936247723133;1.0
1;TKMTS;TR_NBC_PICS_DETAIL_TYPE_TRC;TRIGGER;31002620;78;0;0;0.01282051282051282;0
1;TKMTS;TR_OD_STOCK_NBC_PICS_DETAIL_TRC;TRIGGER;31002624;78;0;0;0.01282051282051282;0
1;TKMTS;VW_TR_CONVERSION_CODES;VIEW;31004256;0;0;0;0;0
1;TKMTS;TR_AIU_OD_CLIRATEPLANEXC_ISNEEDEDSYNCPORT;TRIGGER;31019333;36;0;0;0.027777777777777776;0
1;TKMTS;TR_CO_VCC_SETTING_TRC;TRIGGER;31024320;76;0;0;0.013157894736842105;0
1;TKMTS;PAC_FLOW_CONTRACT_QUI;PACKAGE;31054266;1195;1;1;0.0008368200836820083;0.5
1;TKMTS;PAC_FLOW_CONTRACT_QUI;PACKAGE BODY;31054267;1195;0;11;0.0008368200836820083;1.0
1;TKMTS;P_REPORT_TROUT_WITHOUT_PICKUP;PROCEDURE;31231875;91;0;1;0.01098901098901099;1.0
1;TKMTS;TR_CO_DESCRIPTION_TRC;TRIGGER;31079423;76;0;0;0.013157894736842105;0
1;TKMTS;TR_CO_DESCRIPTIONLNG_TRC;TRIGGER;31079424;76;0;0;0.013157894736842105;0
1;TKMTS;PAC_CONTRACT_EXTENDED_RO;PACKAGE BODY;31092704;1573;0;11;0.0006357279084551812;1.0
1;TKMTS;PAC_CONTRACT_RO;PACKAGE BODY;31092705;10256;0;20;9,75E+10;1.0
1;TKMTS;P_AVAILSITEMS_SET_STATUS_ONSALE;PROCEDURE;31102329;36;0;2;0.027777777777777776;1.0
1;TKMTS;UI_AU_USER_PSWD;TRIGGER;31134644;26;0;1;0.038461538461538464;1.0
1;TKMTS;AU_USER_PWDHIS_TRC;TRIGGER;31134648;60;0;0;0.016666666666666666;0
1;TKMTS;AU_USER_BLOCKEDHIS_TRC;TRIGGER;31134653;60;0;0;0.016666666666666666;0
1;TKMTS;TR_AIU_AU_USER_STORE_PWD_HISTORY;TRIGGER;31134654;44;0;0;0.022727272727272728;0
1;TKMTS;TR_BIU_CLIENTVISIBILITY_DEFAULT_GD_CODETYPE;TRIGGER;31134698;40;0;0;0.025;0
1;TKMTS;RANDOM_STRING;FUNCTION;31113865;13;0;0;0.07692307692307693;0
1;TKMTS;OD_PRODUCT_PLANNING_TRC;TRIGGER;31124059;68;0;0;0.014705882352941176;0
1;TKMTS;TR_OD_MEDIAPLAN_TRC;TRIGGER;31124063;76;0;0;0.013157894736842105;0
1;TKMTS;FIN_LOCATION_TRC;TRIGGER;31131287;66;0;0;0.015151515151515152;0
1;TKMTS;AU_TOKEN_TRC;TRIGGER;31134586;78;0;0;0.01282051282051282;0
1;TKMTS;PAC_AVAILABILITY_Q;PACKAGE;31135508;2505;1;1;0.0003992015968063872;0.5
1;TKMTS;PAC_AVAILABILITY_Q;PACKAGE BODY;31135509;2505;0;9;0.0003992015968063872;1.0
1;TKMTS;TR_BIU_SZSP_STOCKPOINTLOCATION_CHECK_FK;TRIGGER;31163294;42;0;0;0.023809523809523808;0
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_RI;PACKAGE BODY;31141120;8402;0;4;0.00011901928112354201;1.0
1;TKMTS;TR_AIU_OD_CLI_ST_CXL_DESTI_ISNEEDEDSYNCPORT;TRIGGER;31141880;38;0;0;0.02631578947368421;0
1;TKMTS;F_GET_STOCK_COUNTRY;FUNCTION;31169899;17;0;0;0.058823529411764705;0
1;TKMTS;VW_CONTRACTUNITS_ALLOWED_XX;VIEW;31186922;0;1;0;0;0.0
1;TKMTS;TR_AUD_FIN_FISCALCHARGEVAL_TRC;TRIGGER;31186932;76;0;0;0.013157894736842105;0
1;TKMTS;TR_AUD_FIN_FISCHARGEVAL_AP_TRC;TRIGGER;31186933;76;0;0;0.013157894736842105;0
1;TKMTS;TR_AUD_FISCHARGE_CHARGES_TRC;TRIGGER;31186934;76;0;0;0.013157894736842105;0
1;TKMTS;PAC_DYNAMIC_QUERY_FIN;PACKAGE;31194358;832;1;0;0.001201923076923077;0.0
1;TKMTS;PAC_DYNAMIC_QUERY_FIN;PACKAGE BODY;31194359;832;0;2;0.001201923076923077;1.0
1;TKMTS;TR_BIU_BO_BILLING_DEFAULT_GD_CODETYPE;TRIGGER;31195131;34;0;0;0.029411764705882353;0
1;TKMTS;TR_BIU_OD_STOCK_FILLUP_DEFAULT_GD_CODETYPE;TRIGGER;31195130;36;0;0;0.027777777777777776;0
1;TKMTS;TR_BU_STOCK_CHANGES_LEADING_TO_SYNC_PORTFOLIO;TRIGGER;31313147;19;0;0;0.05263157894736842;0
1;TKMTS;PAC_DYNAMIC_QUERY_ENTITY_RI;PACKAGE;31251924;4669;1;0;0.00021417862497322766;0.0
1;TKMTS;PAC_DYNAMIC_QUERY_ENTITY_RI;PACKAGE BODY;31251925;4669;0;4;0.00021417862497322766;1.0
1;TKMTS;OD_B2CSTEERING_TRC;TRIGGER;31257906;76;0;0;0.013157894736842105;0
1;TKMTS;TR_BIU_OD_B2CSTEERING_DEFAULTVALUES;TRIGGER;31257907;36;0;0;0.027777777777777776;0
1;TKMTS;OD_B2CSTEERINGLNG_TRC;TRIGGER;31257908;76;0;0;0.013157894736842105;0
1;TKMTS;OD_B2CSTEERING_CODE_TRC;TRIGGER;31257909;76;0;0;0.013157894736842105;0
1;TKMTS;OD_B2CSTEERING_CODELNG_TRC;TRIGGER;31257910;76;0;0;0.013157894736842105;0
1;TKMTS;TR_BIU_OD_B2CSTEERING_CODE_DEFAULTVALUES;TRIGGER;31257911;36;0;0;0.027777777777777776;0
1;TKMTS;OD_B2CSTEERING_DETAIL_TRC;TRIGGER;31257912;76;0;0;0.013157894736842105;0
1;TKMTS;OD_B2CSTEERING_DETAIL_DEFAULTVALUES;TRIGGER;31257913;43;0;0;0.023255813953488372;0
1;TKMTS;OD_B2CSTEERING_DETAIL_CHECK;TRIGGER;31257914;63;0;0;0.015873015873015872;0
1;TKMTS;TR_CO_CLIENTVISIBILITY_NOTE;TRIGGER;31258009;76;0;0;0.013157894736842105;0
1;TKMTS;PAC_MIGRATION_RI;PACKAGE BODY;31264038;485;0;8;0.002061855670103093;1.0
1;TKMTS;TR_BIU_GD_TEMPLATETEXT_DEFAULT_GD_CODETYPE;TRIGGER;31271160;18;0;0;0.05555555555555555;0
1;TKMTS;TR_BIU_BO_HEADER_DEFAULT_GD_STATUSFLOWTYPE;TRIGGER;31289010;34;0;0;0.029411764705882353;0
1;TKMTS;OD_B2CCUSTOMER_TRC;TRIGGER;31289030;38;0;0;0.02631578947368421;0
1;TKMTS;TR_BIU_OD_B2CCUSTOMER_DEFAULT_GD_CODETYPE;TRIGGER;31289031;29;0;0;0.034482758620689655;0
1;TKMTS;AIU_ENCRYPT_TRG;TRIGGER;31289032;38;0;1;0.02631578947368421;1.0
1;TKMTS;MVW_STATEMENT_HOTELS2;MATERIALIZED VIEW;31300851;0;0;0;0;0
1;TKMTS;TR_CO_TURNOVER_TRC;TRIGGER;31326258;38;0;0;0.02631578947368421;0
1;TKMTS;TR_LOG_CO_CO_CLIENTVIS_TEMP;TRIGGER;31333357;105;0;0;0.009523809523809525;0
1;TKMTS;CO_CLIENTVCO_CLIENTVIS_TEMP;TRIGGER;31333358;43;0;0;0.023255813953488372;0
1;TKMTS;TR_CO_CLIECO_CLIENTVIS_TEMP;TRIGGER;31333359;73;0;1;0.0136986301369863;1.0
1;TKMTS;TR_AIU_CLICO_CLIENTVIS_TEMP;TRIGGER;31333360;16;0;0;0.0625;0
1;TKMTS;TR_AIUD_COCO_CLIENTVIS_TEMP;TRIGGER;31333361;49;0;1;0.02040816326530612;1.0
1;TKMTS;TR_CAIU_COCO_CLIENTVIS_TEMP;TRIGGER;31333362;93;0;2;0.010752688172043012;1.0
1;TKMTS;TR_BIU_CLICO_CLIENTVIS_TEMP;TRIGGER;31333363;20;0;0;0.05;0
1;TKMTS;TR_BU_CO_CCO_CLIENTVIS_TEMP;TRIGGER;31333364;23;0;0;0.043478260869565216;0
1;TKMTS;TR_BIU_CO_CO_CLIENTVIS_TEMP;TRIGGER;31333365;26;0;0;0.038461538461538464;0
1;TKMTS;TR_BIU_BO_INVOICE_PAYMENT_DEFAULT_GD_CODETYPE;TRIGGER;31337763;21;0;0;0.047619047619047616;0
1;TKMTS;EPA_SETUP_HOST_TRC;TRIGGER;31338542;38;0;0;0.02631578947368421;0
1;TKMTS;EPA_LARGE_CONTRACT_TRC;TRIGGER;31338545;38;0;0;0.02631578947368421;0
1;TKMTS;TR_LOG_EPA_LARGE_CONTRACT;TRIGGER;31340095;45;0;0;0.022222222222222223;0
1;TKMTS;GD_PAYMENTTERM_DETAIL_TRC;TRIGGER;31340535;38;0;0;0.02631578947368421;0
1;TKMTS;GD_PAYMENTTERM_DETAIL_DEFAULT_GD_CODETYPE;TRIGGER;31340536;26;0;0;0.038461538461538464;0
1;TKMTS;OD_STOCK_OP_DETAIL_TRC;TRIGGER;31345972;38;0;0;0.02631578947368421;0
1;TKMTS;TR_BIU_GD_STOCKEXTRACODE_DEFAULT_GD_CODETYPE;TRIGGER;31345973;17;0;0;0.058823529411764705;0
1;TKMTS;TR_CO_PRICELINEOFFERGROUP_TRC;TRIGGER;31363082;38;0;0;0.02631578947368421;0
